FIPS,year,bachelorsOrMore,someCollege,lessThanHSD,HSDonly
19071,1970.0,0.074,0.119,0.414,0.393
19071,1980.0,0.105,0.119,0.309,0.467
19071,1990.0,0.113,0.247,0.223,0.418
19071,2e3,0.14,0.287,0.15,0.424
19071,2010.0,0.209,0.319,0.077,0.395
19073,1970.0,0.07,0.116,0.406,0.408
19073,1980.0,0.108,0.147,0.286,0.459
19073,1990.0,0.137,0.232,0.188,0.443
19073,2e3,0.146,0.287,0.144,0.423
19073,2010.0,0.173,0.379,0.094,0.353
19075,1970.0,0.066,0.116,0.432,0.386
19075,1980.0,0.1,0.149,0.297,0.454
19075,1990.0,0.123,0.241,0.205,0.431
19075,2e3,0.172,0.31,0.135,0.383
19075,2010.0,0.205,0.372,0.058,0.365
19077,1970.0,0.045,0.068,0.484,0.403
19077,1980.0,0.072,0.106,0.34,0.482
19077,1990.0,0.099,0.221,0.22,0.46
19077,2e3,0.149,0.256,0.146,0.449
19077,2010.0,0.18,0.35,0.078,0.392
19079,1970.0,0.073,0.128,0.38,0.418
19079,1980.0,0.112,0.159,0.271,0.458
19079,1990.0,0.128,0.265,0.205,0.403
19079,2e3,0.175,0.294,0.127,0.404
19079,2010.0,0.19,0.375,0.092,0.343
19081,1970.0,0.049,0.119,0.437,0.394
19081,1980.0,0.092,0.158,0.301,0.449
19081,1990.0,0.103,0.289,0.216,0.392
19081,2e3,0.154,0.318,0.142,0.386
19081,2010.0,0.179,0.366,0.077,0.378
19083,1970.0,0.077,0.139,0.407,0.377
19083,1980.0,0.11,0.188,0.319,0.384
19083,1990.0,0.124,0.274,0.215,0.386
19083,2e3,0.171,0.315,0.143,0.37
19083,2010.0,0.19,0.368,0.093,0.349
19085,1970.0,0.043,0.064,0.482,0.411
19085,1980.0,0.082,0.111,0.304,0.504
19085,1990.0,0.091,0.227,0.238,0.444
19085,2e3,0.127,0.282,0.15,0.441
19085,2010.0,0.183,0.335,0.087,0.396
19087,1970.0,0.106,0.123,0.413,0.359
19087,1980.0,0.125,0.157,0.295,0.423
19087,1990.0,0.145,0.249,0.209,0.397
19087,2e3,0.162,0.303,0.139,0.397
19087,2010.0,0.205,0.348,0.087,0.359
19089,1970.0,0.028,0.086,0.519,0.366
19089,1980.0,0.077,0.099,0.401,0.423
19089,1990.0,0.082,0.205,0.271,0.442
19089,2e3,0.126,0.237,0.207,0.43
19089,2010.0,0.117,0.313,0.124,0.446
19091,1970.0,0.073,0.108,0.39,0.43
19091,1980.0,0.096,0.16,0.297,0.447
19091,1990.0,0.116,0.249,0.2,0.436
19091,2e3,0.154,0.326,0.137,0.384
19091,2010.0,0.166,0.368,0.084,0.381
19093,1970.0,0.058,0.096,0.464,0.382
19093,1980.0,0.108,0.117,0.329,0.446
19093,1990.0,0.11,0.208,0.241,0.442
19093,2e3,0.136,0.281,0.15,0.432
19093,2010.0,0.188,0.33,0.1,0.382
19095,1970.0,0.057,0.088,0.452,0.402
19095,1980.0,0.095,0.113,0.322,0.47
19095,1990.0,0.111,0.211,0.236,0.442
19095,2e3,0.158,0.292,0.13,0.421
19095,2010.0,0.217,0.332,0.07,0.381
19097,1970.0,0.048,0.087,0.507,0.357
19097,1980.0,0.085,0.101,0.375,0.438
19097,1990.0,0.1,0.183,0.278,0.439
19097,2e3,0.121,0.247,0.185,0.447
19097,2010.0,0.141,0.311,0.096,0.452
19099,1970.0,0.072,0.095,0.431,0.403
19099,1980.0,0.098,0.118,0.308,0.476
19099,1990.0,0.127,0.207,0.224,0.442
19099,2e3,0.159,0.261,0.132,0.448
19099,2010.0,0.177,0.337,0.086,0.4
19101,1970.0,0.104,0.101,0.403,0.392
19101,1980.0,0.185,0.139,0.259,0.417
19101,1990.0,0.265,0.22,0.177,0.338
19101,2e3,0.312,0.254,0.119,0.314
19101,2010.0,0.33,0.297,0.053,0.32
19103,1970.0,0.308,0.15,0.235,0.307
19103,1980.0,0.386,0.194,0.144,0.276
19103,1990.0,0.44,0.253,0.094,0.213
19103,2e3,0.476,0.263,0.063,0.198
19103,2010.0,0.517,0.267,0.052,0.164
19105,1970.0,0.064,0.097,0.444,0.395
19105,1980.0,0.094,0.123,0.325,0.458
19105,1990.0,0.106,0.24,0.213,0.441
19105,2e3,0.127,0.303,0.147,0.423
19105,2010.0,0.157,0.35,0.086,0.407
19107,1970.0,0.06,0.086,0.429,0.425
19107,1980.0,0.073,0.11,0.326,0.492
19107,1990.0,0.094,0.206,0.232,0.468
19107,2e3,0.116,0.261,0.16,0.463
19107,2010.0,0.153,0.324,0.095,0.428
19109,1970.0,0.062,0.103,0.422,0.412
19109,1980.0,0.086,0.143,0.321,0.45
19109,1990.0,0.118,0.27,0.209,0.403
19109,2e3,0.136,0.331,0.144,0.389
19109,2010.0,0.194,0.38,0.066,0.359
19111,1970.0,0.071,0.096,0.446,0.386
19111,1980.0,0.095,0.133,0.313,0.459
19111,1990.0,0.107,0.229,0.225,0.439
19111,2e3,0.125,0.283,0.164,0.427
19111,2010.0,0.155,0.329,0.09,0.425
19113,1970.0,0.119,0.127,0.323,0.431
19113,1980.0,0.167,0.174,0.224,0.435
19113,1990.0,0.215,0.286,0.151,0.348
19113,2e3,0.277,0.325,0.094,0.303
19113,2010.0,0.317,0.352,0.059,0.272
19115,1970.0,0.071,0.118,0.391,0.421
19115,1980.0,0.085,0.141,0.319,0.455
19115,1990.0,0.092,0.222,0.237,0.449
19115,2e3,0.127,0.26,0.203,0.41
19115,2010.0,0.142,0.296,0.169,0.393
19117,1970.0,0.048,0.083,0.477,0.392
19117,1980.0,0.078,0.131,0.323,0.468
19117,1990.0,0.095,0.192,0.229,0.485
19117,2e3,0.111,0.235,0.209,0.445
19117,2010.0,0.127,0.327,0.094,0.453
19119,1970.0,0.061,0.081,0.553,0.305
19119,1980.0,0.093,0.128,0.393,0.385
19119,1990.0,0.102,0.207,0.296,0.394
19119,2e3,0.142,0.261,0.213,0.383
19119,2010.0,0.196,0.325,0.094,0.385
19121,1970.0,0.048,0.094,0.409,0.449
19121,1980.0,0.085,0.127,0.282,0.505
19121,1990.0,0.12,0.239,0.184,0.457
19121,2e3,0.144,0.322,0.124,0.41
19121,2010.0,0.217,0.329,0.056,0.398
19123,1970.0,0.073,0.084,0.48,0.363
19123,1980.0,0.11,0.116,0.354,0.419
19123,1990.0,0.131,0.2,0.252,0.417
19123,2e3,0.165,0.249,0.174,0.412
19123,2010.0,0.224,0.303,0.092,0.381
19125,1970.0,0.071,0.081,0.512,0.336
19125,1980.0,0.105,0.118,0.364,0.413
19125,1990.0,0.129,0.208,0.263,0.4
19125,2e3,0.189,0.245,0.16,0.406
19125,2010.0,0.24,0.338,0.072,0.35
19127,1970.0,0.083,0.126,0.384,0.407
19127,1980.0,0.142,0.17,0.253,0.434
19127,1990.0,0.158,0.269,0.182,0.391
19127,2e3,0.17,0.28,0.177,0.372
19127,2010.0,0.201,0.316,0.153,0.329
19129,1970.0,0.06,0.085,0.412,0.443
19129,1980.0,0.102,0.129,0.336,0.433
19129,1990.0,0.126,0.243,0.239,0.392
19129,2e3,0.163,0.303,0.168,0.366
19129,2010.0,0.244,0.331,0.063,0.362
19131,1970.0,0.058,0.099,0.458,0.385
19131,1980.0,0.085,0.157,0.312,0.446
19131,1990.0,0.111,0.219,0.24,0.43
19131,2e3,0.128,0.271,0.156,0.445
19131,2010.0,0.151,0.312,0.094,0.444
19133,1970.0,0.058,0.09,0.468,0.384
19133,1980.0,0.082,0.115,0.359,0.445
19133,1990.0,0.103,0.181,0.27,0.446
19133,2e3,0.134,0.254,0.183,0.429
19133,2010.0,0.14,0.324,0.089,0.447
19135,1970.0,0.054,0.064,0.5,0.382
19135,1980.0,0.065,0.12,0.348,0.468
19135,1990.0,0.08,0.236,0.244,0.44
19135,2e3,0.126,0.254,0.178,0.443
19135,2010.0,0.173,0.269,0.118,0.441
19137,1970.0,0.065,0.128,0.431,0.376
19137,1980.0,0.104,0.153,0.311,0.432
19137,1990.0,0.128,0.24,0.2,0.432
19137,2e3,0.129,0.283,0.182,0.407
19137,2010.0,0.154,0.362,0.121,0.363
19139,1970.0,0.086,0.106,0.476,0.332
19139,1980.0,0.118,0.152,0.336,0.394
19139,1990.0,0.13,0.24,0.25,0.38
19139,2e3,0.172,0.286,0.197,0.345
19139,2010.0,0.182,0.326,0.149,0.344
19141,1970.0,0.07,0.105,0.473,0.352
19141,1980.0,0.117,0.136,0.356,0.391
19141,1990.0,0.126,0.241,0.265,0.369
19141,2e3,0.147,0.27,0.193,0.39
19141,2010.0,0.195,0.333,0.086,0.387
19143,1970.0,0.035,0.086,0.556,0.323
19143,1980.0,0.085,0.135,0.402,0.378
19143,1990.0,0.1,0.217,0.279,0.405
19143,2e3,0.134,0.3,0.189,0.376
19143,2010.0,0.144,0.336,0.128,0.392
19145,1970.0,0.076,0.127,0.428,0.369
19145,1980.0,0.108,0.151,0.306,0.435
19145,1990.0,0.135,0.226,0.218,0.42
19145,2e3,0.166,0.296,0.145,0.393
19145,2010.0,0.183,0.343,0.113,0.362
19147,1970.0,0.066,0.112,0.421,0.401
19147,1980.0,0.114,0.16,0.305,0.421
19147,1990.0,0.128,0.263,0.231,0.378
19147,2e3,0.139,0.348,0.163,0.35
19147,2010.0,0.183,0.403,0.081,0.333
19149,1970.0,0.082,0.099,0.458,0.361
19149,1980.0,0.119,0.133,0.328,0.42
19149,1990.0,0.15,0.226,0.22,0.403
19149,2e3,0.193,0.29,0.126,0.391
19149,2010.0,0.2,0.359,0.077,0.364
19151,1970.0,0.066,0.111,0.402,0.421
19151,1980.0,0.097,0.15,0.307,0.446
19151,1990.0,0.128,0.267,0.199,0.406
19151,2e3,0.15,0.318,0.134,0.399
19151,2010.0,0.182,0.353,0.071,0.393
19153,1970.0,0.128,0.138,0.32,0.415
19153,1980.0,0.192,0.178,0.212,0.418
19153,1990.0,0.239,0.288,0.146,0.328
19153,2e3,0.297,0.291,0.117,0.295
19153,2010.0,0.354,0.309,0.081,0.257
19155,1970.0,0.055,0.086,0.459,0.399
19155,1980.0,0.092,0.125,0.317,0.466
19155,1990.0,0.11,0.25,0.229,0.411
19155,2e3,0.15,0.297,0.16,0.393
19155,2010.0,0.197,0.344,0.104,0.356
19157,1970.0,0.118,0.099,0.366,0.417
19157,1980.0,0.148,0.12,0.268,0.464
19157,1990.0,0.162,0.198,0.184,0.456
19157,2e3,0.185,0.257,0.133,0.425
19157,2010.0,0.254,0.308,0.08,0.358
19159,1970.0,0.043,0.077,0.449,0.432
19159,1980.0,0.084,0.112,0.325,0.48
19159,1990.0,0.103,0.23,0.22,0.447
19159,2e3,0.134,0.25,0.172,0.444
19159,2010.0,0.189,0.319,0.12,0.372
19161,1970.0,0.069,0.095,0.448,0.388
19161,1980.0,0.106,0.132,0.348,0.415
19161,1990.0,0.127,0.227,0.227,0.419
19161,2e3,0.136,0.276,0.158,0.43
19161,2010.0,0.194,0.316,0.083,0.406
19163,1970.0,0.107,0.109,0.421,0.363
19163,1980.0,0.184,0.166,0.258,0.392
19163,1990.0,0.219,0.272,0.186,0.324
19163,2e3,0.249,0.307,0.137,0.307
19163,2010.0,0.319,0.328,0.074,0.279
19165,1970.0,0.061,0.089,0.433,0.416
19165,1980.0,0.096,0.127,0.3,0.477
19165,1990.0,0.128,0.214,0.21,0.449
19165,2e3,0.153,0.253,0.134,0.459
19165,2010.0,0.197,0.328,0.084,0.391
19167,1970.0,0.071,0.095,0.562,0.273
19167,1980.0,0.12,0.131,0.409,0.34
19167,1990.0,0.144,0.226,0.283,0.347
19167,2e3,0.198,0.269,0.196,0.336
19167,2010.0,0.249,0.311,0.114,0.326
19169,1970.0,0.28,0.147,0.238,0.335
19169,1980.0,0.339,0.189,0.144,0.328
19169,1990.0,0.384,0.276,0.09,0.25
19169,2e3,0.445,0.277,0.065,0.213
19169,2010.0,0.485,0.285,0.042,0.187
19171,1970.0,0.045,0.096,0.461,0.398
19171,1980.0,0.101,0.106,0.337,0.456
19171,1990.0,0.112,0.214,0.242,0.431
19171,2e3,0.129,0.305,0.158,0.408
19171,2010.0,0.162,0.338,0.096,0.405
19173,1970.0,0.053,0.087,0.473,0.387
19173,1980.0,0.071,0.109,0.355,0.465
19173,1990.0,0.087,0.193,0.25,0.47
19173,2e3,0.12,0.247,0.167,0.466
19173,2010.0,0.153,0.338,0.091,0.418
19175,1970.0,0.062,0.12,0.412,0.406
19175,1980.0,0.092,0.122,0.319,0.467
19175,1990.0,0.128,0.237,0.21,0.425
19175,2e3,0.147,0.294,0.127,0.432
19175,2010.0,0.166,0.375,0.088,0.372
19177,1970.0,0.054,0.084,0.474,0.388
19177,1980.0,0.084,0.101,0.342,0.472
19177,1990.0,0.096,0.179,0.253,0.472
19177,2e3,0.118,0.246,0.173,0.463
19177,2010.0,0.14,0.326,0.114,0.42
19179,1970.0,0.058,0.089,0.494,0.359
19179,1980.0,0.099,0.127,0.35,0.424
19179,1990.0,0.11,0.231,0.258,0.402
19179,2e3,0.146,0.271,0.185,0.399
19179,2010.0,0.153,0.307,0.16,0.38
19181,1970.0,0.091,0.115,0.315,0.479
19181,1980.0,0.139,0.136,0.216,0.509
19181,1990.0,0.162,0.27,0.13,0.438
19181,2e3,0.212,0.31,0.1,0.378
19181,2010.0,0.285,0.343,0.042,0.329
19183,1970.0,0.072,0.104,0.441,0.383
19183,1980.0,0.118,0.137,0.309,0.436
19183,1990.0,0.117,0.22,0.231,0.433
19183,2e3,0.164,0.27,0.175,0.391
19183,2010.0,0.215,0.336,0.099,0.349
19185,1970.0,0.05,0.088,0.464,0.398
19185,1980.0,0.078,0.086,0.369,0.466
19185,1990.0,0.084,0.186,0.283,0.448
19185,2e3,0.121,0.259,0.161,0.459
19185,2010.0,0.138,0.313,0.106,0.443
19187,1970.0,0.083,0.138,0.398,0.381
19187,1980.0,0.126,0.182,0.286,0.406
19187,1990.0,0.137,0.27,0.216,0.377
19187,2e3,0.169,0.305,0.158,0.368
19187,2010.0,0.191,0.384,0.096,0.328
19189,1970.0,0.077,0.127,0.443,0.354
19189,1980.0,0.106,0.18,0.313,0.401
19189,1990.0,0.14,0.3,0.214,0.346
19189,2e3,0.165,0.328,0.127,0.38
19189,2010.0,0.213,0.363,0.074,0.35
19191,1970.0,0.088,0.09,0.521,0.301
19191,1980.0,0.133,0.107,0.385,0.376
19191,1990.0,0.171,0.181,0.236,0.412
19191,2e3,0.205,0.263,0.159,0.373
19191,2010.0,0.268,0.294,0.063,0.375
19193,1970.0,0.099,0.12,0.407,0.374
19193,1980.0,0.149,0.139,0.283,0.429
19193,1990.0,0.167,0.239,0.216,0.378
19193,2e3,0.189,0.275,0.186,0.35
19193,2010.0,0.213,0.307,0.146,0.334
19195,1970.0,0.05,0.112,0.465,0.373
19195,1980.0,0.082,0.171,0.329,0.418
19195,1990.0,0.109,0.28,0.221,0.39
19195,2e3,0.127,0.337,0.14,0.396
19195,2010.0,0.157,0.418,0.083,0.341
19197,1970.0,0.067,0.132,0.403,0.398
19197,1980.0,0.102,0.168,0.294,0.436
19197,1990.0,0.113,0.277,0.224,0.386
19197,2e3,0.135,0.318,0.156,0.391
19197,2010.0,0.173,0.35,0.102,0.375
20000,1970.0,0.114,0.127,0.401,0.358
20000,1980.0,0.17,0.171,0.267,0.392
20000,1990.0,0.211,0.273,0.187,0.328
20000,2e3,0.258,0.304,0.14,0.298
20000,2010.0,0.307,0.321,0.1,0.272
20001,1970.0,0.071,0.124,0.513,0.291
20001,1980.0,0.12,0.149,0.346,0.385
20001,1990.0,0.124,0.27,0.258,0.348
20001,2e3,0.152,0.321,0.169,0.358
20001,2010.0,0.161,0.391,0.103,0.345
20003,1970.0,0.064,0.074,0.532,0.33
20003,1980.0,0.086,0.104,0.403,0.407
20003,1990.0,0.081,0.217,0.298,0.404
20003,2e3,0.117,0.279,0.181,0.423
20003,2010.0,0.175,0.321,0.115,0.39
20005,1970.0,0.086,0.112,0.44,0.362
20005,1980.0,0.131,0.115,0.31,0.443
20005,1990.0,0.133,0.186,0.225,0.456
20005,2e3,0.18,0.251,0.153,0.415
20005,2010.0,0.19,0.296,0.082,0.432
20007,1970.0,0.077,0.138,0.399,0.386
20007,1980.0,0.123,0.155,0.299,0.424
20007,1990.0,0.129,0.275,0.206,0.39
20007,2e3,0.21,0.32,0.142,0.328
20007,2010.0,0.181,0.362,0.079,0.378
20009,1970.0,0.081,0.133,0.406,0.38
20009,1980.0,0.124,0.179,0.292,0.405
20009,1990.0,0.136,0.32,0.22,0.324
20009,2e3,0.166,0.342,0.177,0.314
20009,2010.0,0.173,0.362,0.142,0.323
20011,1970.0,0.068,0.113,0.497,0.321
20011,1980.0,0.106,0.159,0.366,0.369
20011,1990.0,0.14,0.26,0.261,0.338
20011,2e3,0.178,0.347,0.158,0.317
20011,2010.0,0.214,0.353,0.119,0.314
20013,1970.0,0.062,0.111,0.453,0.374
20013,1980.0,0.098,0.126,0.331,0.445
20013,1990.0,0.125,0.24,0.216,0.419
20013,2e3,0.19,0.265,0.154,0.391
20013,2010.0,0.196,0.312,0.081,0.411
20015,1970.0,0.079,0.15,0.388,0.383
20015,1980.0,0.132,0.19,0.264,0.413
20015,1990.0,0.17,0.299,0.19,0.341
20015,2e3,0.204,0.346,0.127,0.323
20015,2010.0,0.275,0.386,0.07,0.269
20017,1970.0,0.062,0.117,0.432,0.389
20017,1980.0,0.12,0.151,0.329,0.401
20017,1990.0,0.136,0.231,0.221,0.412
20017,2e3,0.196,0.278,0.129,0.397
20017,2010.0,0.247,0.332,0.084,0.337
20019,1970.0,0.056,0.1,0.546,0.299
20019,1980.0,0.075,0.125,0.401,0.399
20019,1990.0,0.106,0.241,0.295,0.358
20019,2e3,0.123,0.279,0.19,0.408
20019,2010.0,0.177,0.326,0.123,0.374
20021,1970.0,0.049,0.077,0.548,0.326
20021,1980.0,0.082,0.109,0.414,0.396
20021,1990.0,0.103,0.215,0.298,0.383
20021,2e3,0.113,0.302,0.197,0.389
20021,2010.0,0.161,0.363,0.134,0.341
20023,1970.0,0.071,0.071,0.534,0.323
20023,1980.0,0.113,0.125,0.367,0.395
20023,1990.0,0.133,0.247,0.258,0.362
20023,2e3,0.16,0.339,0.145,0.357
20023,2010.0,0.187,0.393,0.095,0.325
20025,1970.0,0.09,0.166,0.402,0.341
20025,1980.0,0.136,0.212,0.247,0.405
20025,1990.0,0.175,0.343,0.165,0.317
20025,2e3,0.221,0.378,0.126,0.276
20025,2010.0,0.307,0.364,0.068,0.26
20027,1970.0,0.075,0.085,0.465,0.376
20027,1980.0,0.102,0.133,0.296,0.469
20027,1990.0,0.133,0.233,0.222,0.412
20027,2e3,0.165,0.31,0.13,0.395
20027,2010.0,0.223,0.399,0.039,0.34
20029,1970.0,0.105,0.099,0.453,0.343
20029,1980.0,0.129,0.16,0.285,0.426
20029,1990.0,0.138,0.256,0.24,0.365
20029,2e3,0.18,0.294,0.145,0.381
20029,2010.0,0.172,0.386,0.092,0.35
20031,1970.0,0.071,0.08,0.499,0.35
20031,1980.0,0.094,0.106,0.379,0.421
20031,1990.0,0.135,0.224,0.231,0.411
20031,2e3,0.201,0.262,0.131,0.406
20031,2010.0,0.197,0.343,0.08,0.38
20033,1970.0,0.09,0.166,0.395,0.349
20033,1980.0,0.124,0.199,0.261,0.415
20033,1990.0,0.149,0.275,0.22,0.356
20033,2e3,0.151,0.39,0.087,0.372
20033,2010.0,0.26,0.394,0.077,0.268
20035,1970.0,0.09,0.126,0.449,0.335
20035,1980.0,0.117,0.181,0.315,0.387
20035,1990.0,0.149,0.302,0.231,0.317
20035,2e3,0.183,0.361,0.146,0.311
20035,2010.0,0.194,0.411,0.112,0.284
20037,1970.0,0.093,0.121,0.481,0.305
20037,1980.0,0.157,0.148,0.349,0.347
20037,1990.0,0.187,0.255,0.253,0.305
20037,2e3,0.239,0.3,0.155,0.307
20037,2010.0,0.289,0.326,0.102,0.283
20039,1970.0,0.069,0.086,0.478,0.367
20039,1980.0,0.108,0.166,0.319,0.407
20039,1990.0,0.136,0.274,0.215,0.375
20039,2e3,0.154,0.31,0.136,0.4
20039,2010.0,0.233,0.307,0.101,0.359
20041,1970.0,0.082,0.117,0.396,0.405
20041,1980.0,0.105,0.132,0.315,0.448
20041,1990.0,0.119,0.242,0.203,0.436
20041,2e3,0.152,0.319,0.136,0.393
20041,2010.0,0.187,0.345,0.099,0.369
20043,1970.0,0.058,0.11,0.512,0.321
20043,1980.0,0.087,0.11,0.379,0.424
20043,1990.0,0.097,0.234,0.27,0.399
20043,2e3,0.148,0.286,0.198,0.367
20043,2010.0,0.176,0.345,0.094,0.385
20045,1970.0,0.248,0.138,0.318,0.295
20045,1980.0,0.351,0.175,0.177,0.297
20045,1990.0,0.384,0.252,0.112,0.252
20045,2e3,0.427,0.274,0.076,0.223
20045,2010.0,0.494,0.256,0.054,0.196
20047,1970.0,0.119,0.131,0.4,0.35
20047,1980.0,0.124,0.19,0.275,0.411
20047,1990.0,0.131,0.263,0.237,0.368
20047,2e3,0.163,0.326,0.188,0.323
20047,2010.0,0.217,0.319,0.155,0.309
20049,1970.0,0.063,0.084,0.533,0.32
20049,1980.0,0.07,0.125,0.393,0.411
20049,1990.0,0.105,0.208,0.327,0.361
20049,2e3,0.106,0.279,0.2,0.415
20049,2010.0,0.189,0.364,0.109,0.338
20051,1970.0,0.148,0.14,0.404,0.307
20051,1980.0,0.209,0.184,0.267,0.339
20051,1990.0,0.234,0.264,0.194,0.308
20051,2e3,0.292,0.281,0.128,0.299
20051,2010.0,0.323,0.328,0.068,0.281
20053,1970.0,0.079,0.123,0.486,0.312
20053,1980.0,0.116,0.153,0.314,0.417
20053,1990.0,0.128,0.284,0.234,0.353
20053,2e3,0.164,0.329,0.152,0.355
20053,2010.0,0.211,0.357,0.108,0.324
20055,1970.0,0.11,0.138,0.403,0.348
20055,1980.0,0.159,0.204,0.288,0.349
20055,1990.0,0.144,0.296,0.291,0.269
20055,2e3,0.143,0.283,0.326,0.249
20055,2010.0,0.186,0.282,0.289,0.243
20057,1970.0,0.1,0.177,0.392,0.33
20057,1980.0,0.169,0.197,0.263,0.372
20057,1990.0,0.181,0.303,0.234,0.282
20057,2e3,0.164,0.303,0.301,0.231
20057,2010.0,0.17,0.287,0.313,0.229
20059,1970.0,0.093,0.096,0.447,0.365
20059,1980.0,0.117,0.113,0.349,0.421
20059,1990.0,0.129,0.215,0.229,0.427
20059,2e3,0.165,0.293,0.147,0.395
20059,2010.0,0.21,0.337,0.083,0.371
20061,1970.0,0.113,0.106,0.347,0.434
20061,1980.0,0.126,0.151,0.258,0.465
20061,1990.0,0.146,0.307,0.166,0.381
20061,2e3,0.171,0.389,0.14,0.3
20061,2010.0,0.197,0.409,0.089,0.306
20063,1970.0,0.068,0.123,0.416,0.394
20063,1980.0,0.121,0.19,0.31,0.379
20063,1990.0,0.136,0.287,0.209,0.367
20063,2e3,0.184,0.308,0.155,0.352
20063,2010.0,0.217,0.343,0.055,0.384
20065,1970.0,0.094,0.126,0.467,0.313
20065,1980.0,0.119,0.158,0.29,0.434
20065,1990.0,0.142,0.309,0.225,0.324
20065,2e3,0.174,0.321,0.164,0.341
20065,2010.0,0.256,0.35,0.066,0.328
20067,1970.0,0.083,0.151,0.436,0.33
20067,1980.0,0.117,0.208,0.306,0.37
20067,1990.0,0.136,0.272,0.249,0.343
20067,2e3,0.152,0.283,0.285,0.28
20067,2010.0,0.185,0.227,0.293,0.295
20069,1970.0,0.108,0.092,0.473,0.326
20069,1980.0,0.119,0.168,0.339,0.374
20069,1990.0,0.126,0.27,0.306,0.297
20069,2e3,0.163,0.315,0.264,0.258
20069,2010.0,0.202,0.29,0.244,0.264
20071,1970.0,0.085,0.188,0.346,0.38
20071,1980.0,0.111,0.191,0.265,0.433
20071,1990.0,0.168,0.274,0.176,0.382
20071,2e3,0.174,0.37,0.163,0.293
20071,2010.0,0.2,0.353,0.108,0.338
20073,1970.0,0.076,0.1,0.484,0.34
20073,1980.0,0.092,0.136,0.334,0.437
20073,1990.0,0.104,0.223,0.249,0.425
20073,2e3,0.145,0.278,0.191,0.386
20073,2010.0,0.154,0.322,0.102,0.422
20075,1970.0,0.109,0.136,0.358,0.396
20075,1980.0,0.118,0.171,0.288,0.423
20075,1990.0,0.129,0.277,0.266,0.328
20075,2e3,0.174,0.29,0.233,0.303
20075,2010.0,0.131,0.348,0.225,0.296
20077,1970.0,0.068,0.105,0.435,0.393
20077,1980.0,0.112,0.131,0.32,0.437
20077,1990.0,0.109,0.251,0.218,0.422
20077,2e3,0.14,0.307,0.162,0.391
20077,2010.0,0.191,0.345,0.11,0.354
20079,1970.0,0.116,0.135,0.373,0.375
20079,1980.0,0.165,0.176,0.273,0.386
20079,1990.0,0.203,0.271,0.188,0.339
20079,2e3,0.23,0.322,0.147,0.301
20079,2010.0,0.258,0.334,0.104,0.303
20081,1970.0,0.1,0.166,0.337,0.397
20081,1980.0,0.126,0.186,0.298,0.39
20081,1990.0,0.134,0.301,0.239,0.327
20081,2e3,0.175,0.319,0.252,0.254
20081,2010.0,0.176,0.295,0.292,0.237
20083,1970.0,0.078,0.1,0.413,0.408
20083,1980.0,0.159,0.209,0.259,0.372
20083,1990.0,0.173,0.304,0.151,0.372
20083,2e3,0.197,0.366,0.131,0.307
20083,2010.0,0.21,0.415,0.102,0.273
20085,1970.0,0.053,0.087,0.412,0.449
20085,1980.0,0.094,0.115,0.271,0.52
20085,1990.0,0.104,0.216,0.192,0.488
20085,2e3,0.154,0.264,0.123,0.459
20085,2010.0,0.181,0.358,0.059,0.401
20087,1970.0,0.066,0.072,0.426,0.437
20087,1980.0,0.109,0.116,0.29,0.486
20087,1990.0,0.135,0.225,0.19,0.45
20087,2e3,0.179,0.284,0.111,0.425
20087,2010.0,0.21,0.311,0.069,0.41
20089,1970.0,0.062,0.078,0.42,0.44
20089,1980.0,0.097,0.12,0.269,0.514
20089,1990.0,0.117,0.282,0.192,0.409
20089,2e3,0.138,0.343,0.124,0.395
20089,2010.0,0.141,0.392,0.072,0.395
20091,1970.0,0.239,0.195,0.204,0.361
20091,1980.0,0.333,0.232,0.112,0.323
20091,1990.0,0.405,0.307,0.071,0.217
20091,2e3,0.477,0.296,0.051,0.175
20091,2010.0,0.521,0.282,0.043,0.154
20093,1970.0,0.093,0.138,0.413,0.355
20093,1980.0,0.126,0.196,0.316,0.362
20093,1990.0,0.125,0.322,0.262,0.291
20093,2e3,0.15,0.331,0.242,0.277
20093,2010.0,0.178,0.397,0.189,0.237
20095,1970.0,0.071,0.13,0.421,0.379
20095,1980.0,0.104,0.143,0.335,0.418
20095,1990.0,0.119,0.285,0.225,0.37
20095,2e3,0.178,0.332,0.153,0.337
20095,2010.0,0.189,0.372,0.107,0.332
20097,1970.0,0.101,0.15,0.387,0.363
20097,1980.0,0.143,0.201,0.257,0.398
20097,1990.0,0.146,0.31,0.22,0.323
20097,2e3,0.189,0.363,0.148,0.3
20097,2010.0,0.226,0.422,0.085,0.267
20099,1970.0,0.064,0.115,0.482,0.339
20099,1980.0,0.102,0.164,0.343,0.39
20099,1990.0,0.121,0.297,0.258,0.324
20099,2e3,0.159,0.353,0.17,0.319
20099,2010.0,0.201,0.364,0.117,0.318
20101,1970.0,0.083,0.079,0.405,0.433
20101,1980.0,0.122,0.162,0.266,0.449
20101,1990.0,0.178,0.291,0.189,0.343
20101,2e3,0.185,0.359,0.115,0.341
20101,2010.0,0.24,0.348,0.07,0.342
20103,1970.0,0.123,0.101,0.46,0.317
20103,1980.0,0.168,0.148,0.279,0.405
20103,1990.0,0.239,0.272,0.155,0.333
20103,2e3,0.231,0.295,0.135,0.339
20103,2010.0,0.298,0.305,0.082,0.315
20105,1970.0,0.055,0.104,0.486,0.354
